airport,le_ident,he_ident,lat,lon,true_bearing_deg,declination_2026_deg,residual_2026_deg,residual_1976_deg,went_wrong_year
LFBI,03,21,46.58875,0.30794,30.509,1.539,-1.03,6.07,
LFBK,17,35,46.22265,2.36396,167.304,2.099,-4.795,1.988,
LFBL,03,21,45.8619,1.18137,33.272,1.795,1.478,8.383,
LFBM,09,27,43.9115,-0.50937,87.16,1.389,-4.229,2.7,
LFBN,07,25,46.3114,-0.40141,67.274,1.35,-4.076,3.086,
LFBO,14L,32R,43.6265,1.36892,143.011,1.872,1.139,7.797,
LFBO,14R,32L,43.63155,1.35901,142.855,1.87,0.985,7.645,
LFBP,13,31,43.3811,-0.42075,125.869,1.423,-5.554,1.314,2022.67
LFBR,12,30,43.44915,1.26369,116.969,1.848,-4.879,1.776,
LFBT,02,20,43.17865,-0.00634,20.341,1.532,-1.191,5.605,
LFBU,10,28,45.7295,0.21867,97.041,1.539,-4.499,2.52,
LFBX,11,29,45.19725,0.81598,113.577,1.711,1.865,8.75,
LFBZ,09,27,43.46835,-1.52333,89.149,1.13,-1.981,5.033,
LFCC,13,31,44.3514,1.47472,129.027,1.893,-2.866,3.847,
LFCG,15,33,43.00775,1.10315,153.067,1.811,1.256,7.892,
LFCH,07L,25R,44.59735,-1.10958,71.287,1.211,0.077,7.15,
LFCI,09,27,43.9132,2.11066,89.185,2.053,-2.868,3.718,
LFCK,14,32,43.55625,2.28918,141.389,2.096,-0.707,5.822,
LFCL,15,33,43.58726,1.4989,155.317,1.905,3.412,10.049,
LFCM,14,32,43.98935,3.18299,142.345,2.309,0.036,6.484,
LFCQ,09,27,43.76975,2.01175,97.281,2.029,5.252,11.838,
LFCR,13,31,44.4079,2.48265,128.999,2.142,-3.143,3.44,
LFCU,10,28,45.5359,2.42476,99.509,2.122,-2.613,4.091,
LFCW,10,28,44.39805,0.76028,101.716,1.711,0.005,6.818,
LFCY,10,28,45.6307,-0.97221,101.247,1.215,0.032,7.195,
LFCZ,08,26,44.1461,-1.17444,82.613,1.206,1.407,8.444,
LFDA,12,30,43.7101,-0.24653,113.526,1.462,-7.937,-1.06,2005.79
LFDB,13,31,44.0257,1.37806,134.59,1.872,2.718,9.413,
LFDI,04,22,44.9826,-0.13475,35.552,1.464,-5.912,1.075,2020.39
LFDJ,09,27,43.0906,1.69794,91.957,1.954,0.003,6.568,
LFDL,08,26,47.03599,0.10089,82.786,1.465,1.321,8.497,
LFDM,11,29,44.49895,0.20051,107.784,1.564,-3.78,3.116,
LFDN,12,30,45.89065,-0.98489,122.703,1.201,1.502,8.693,
LFEA,06,24,47.3253,-3.20122,60.367,0.472,-0.105,7.525,
LFED,10,28,48.05855,-2.92181,93.955,0.51,-6.555,1.128,2017.38
LFEH,06,24,47.4808,2.39473,59.795,2.088,-2.292,4.625,
LFES,02,20,48.05255,-3.66478,22.541,0.276,2.265,10.04,
LFEY,04,22,46.71736,-2.39278,34.636,0.755,-6.118,1.342,2019.62
LFEY,14,32,46.717,-2.39186,141.712,0.755,0.957,8.418,
LFFG,04,22,48.75716,3.27824,44.227,2.308,1.919,8.864,
LFFI,07,25,47.4082,-1.17757,72.773,1.08,1.693,9.079,
LFFN,10,28,48.4298,4.48123,98.865,2.637,-3.772,2.966,
LFFQ,10,28,48.49866,2.33683,100.788,2.051,-1.262,5.782,
LFGA,01,19,48.10965,7.35896,11.097,3.365,-2.268,4.027,
LFGB,02,20,47.74135,7.43221,22.28,3.372,-1.092,5.15,
LFGC,17,35,48.55373,7.77745,176.059,3.481,2.578,8.866,
LFGI,02,20,47.3854,4.94693,18.58,2.755,-4.174,2.378,
LFGI,02R,20L,47.38496,4.94741,18.587,2.755,-4.168,2.384,
LFGJ,05,23,47.03895,5.42726,54.329,2.871,1.458,7.904,
LFGK,08,26,47.99235,3.39241,80.03,2.349,-2.319,4.52,
LFGW,10,28,49.12235,5.46903,99.742,2.901,-3.16,3.523,
LFHF,18,36,44.44485,4.33283,184.483,2.581,1.902,8.236,
LFHM,15,33,45.82225,6.64991,155.086,3.136,1.95,8.096,
LFHO,18,36,44.5442,4.37219,183.9,2.591,1.309,7.647,
LFHP,15,33,45.0806,3.7627,150.991,2.452,-1.461,5.013,
LFHQ,01,19,45.0757,2.99281,9.159,2.265,-3.106,3.473,
LFHS,18,36,46.2009,5.29203,179.805,2.828,-3.023,3.352,
LFHV,18,36,45.9186,4.63491,180.809,2.667,-1.858,4.58,
LFHV,18L,36R,45.91865,4.63581,181.896,2.667,-0.771,5.667,
LFHY,08,26,46.5346,3.42373,82.121,2.368,-0.247,6.424,
LFIF,12,30,43.8251,2.74618,118.488,2.205,-3.717,2.775,
LFIG,10,28,44.17945,2.51861,94.23,2.151,-7.921,-1.364,2005.09
LFJA,01,19,48.08635,5.04905,5.387,2.785,-7.398,-0.78,2010.55
LFJB,04,22,46.9039,-0.69639,36.174,1.243,-5.069,2.196,2026.16
LFJL,04,22,48.9821,6.25132,39.193,3.105,-3.912,2.643,
LFJR,08,26,47.56025,-0.31282,80.441,1.326,-0.884,6.406,
LFJU,06,24,46.71355,2.94589,56.52,2.244,-5.724,1.032,2021.59
LFJU,06R,24L,46.711,2.94319,57.556,2.244,-4.688,2.069,
LFJY,05,23,49.02545,5.87607,50.525,3.008,-2.483,4.13,
LFKB,16,34,42.55265,9.48373,162.805,3.577,-0.772,4.682,
LFKC,18,36,42.5307,8.79313,179.145,3.448,-4.303,1.244,
LFKF,05,23,41.50225,9.09697,47.495,3.449,-5.953,-0.529,2018.26
LFKJ,02,20,41.92145,8.80155,24.939,3.418,1.521,7.018,
LFKO,09,27,41.66059,8.88976,95.467,3.42,2.047,7.512,
LFKS,18,36,41.9244,9.40535,178.949,3.528,-4.579,0.836,
LFKT,12,30,42.2936,9.19319,126.298,3.51,2.789,8.262,
LFLA,18,36,47.85035,3.49715,185.519,2.378,3.14,9.948,
LFLB,18,36,45.63805,5.88022,176.716,2.956,-6.24,-0.005,2017.59
LFLC,08,26,45.7867,3.16999,81.924,2.307,-0.383,6.244,
LFLD,06,24,47.0602,2.36861,58.863,2.088,-3.225,3.649,
LFLE,14,32,45.56105,5.97576,143.799,2.976,0.823,7.037,
LFLH,17,35,46.8261,4.81764,170.742,2.719,-1.976,4.532,
LFLI,12,30,46.192,6.26839,117.262,3.058,-5.796,0.442,2020.64
LFLL,17L,35R,45.72295,5.09332,175.125,2.774,2.351,8.705,
LFLL,17R,35L,45.72865,5.08812,175.137,2.773,2.363,8.719,
LFLM,17,35,46.29486,4.79603,173.91,2.709,1.201,7.655,
LFLN,15L,33R,46.41425,4.01411,148.037,2.517,-4.481,2.096,
LFLN,15R,33L,46.41075,4.01239,147.923,2.517,-4.594,1.982,
LFLO,02,20,46.05575,4.00089,16.287,2.514,-6.226,0.314,2018.04
LFLP,04,22,45.92925,6.09875,38.643,3.013,-4.37,1.865,
LFLP,04R,22L,45.92851,6.10037,38.515,3.013,-4.498,1.736,
LFLS,09,27,45.36295,5.32938,90.193,2.824,-2.631,3.654,
LFLT,11,29,46.35255,2.57048,110.117,2.151,-2.034,4.735,
LFLU,01,19,44.9216,4.9699,7.747,2.734,-4.987,1.304,
LFLU,01L,19R,44.9209,4.97069,7.709,2.734,-5.025,1.266,2026.42
LFLU,01R,19L,44.92108,4.97171,7.776,2.735,-4.959,1.332,
LFLV,01,19,46.1697,3.40374,8.128,2.365,-4.236,2.399,
LFLW,15,33,44.89145,2.42219,149.946,2.125,-2.18,4.459,
LFLX,03,21,46.86375,1.73167,33.096,1.921,1.175,8.114,
LFLY,16,34,45.72715,4.94427,163.405,2.739,0.666,7.041,
LFMA,14,32,43.50565,5.36793,145.73,2.795,2.935,9.038,
LFMC,09,27,43.3846,6.38353,88.396,3.008,-4.612,1.34,
LFMC,13,31,43.38455,6.38707,130.066,3.008,-2.943,3.009,
LFMD,04,22,43.5462,6.95747,46.736,3.132,3.605,9.491,
LFMD,17,35,43.5474,6.95168,172.645,3.131,-0.485,5.402,
LFMH,17,35,45.54085,4.29645,174.917,2.583,2.334,8.78,
LFMI,15,33,43.5228,4.92396,152.647,2.699,-0.052,6.114,
LFMK,09,27,43.21605,2.3057,96.521,2.099,4.422,10.917,
LFML,13L,31R,43.4382,5.21288,133.833,2.76,1.073,7.192,
LFML,13R,31L,43.4336,5.21369,134.726,2.76,1.965,8.083,
LFMN,04L,22R,43.66065,7.21627,45.097,3.189,1.907,7.768,
LFMN,04R,22L,43.65615,7.21546,44.904,3.189,1.716,7.576,
LFMO,15,33,44.1401,4.86855,144.2,2.698,-8.499,-2.268,1998.88
LFMP,15,33,42.74455,2.86973,148.239,2.228,-3.989,2.388,
LFMQ,12,30,43.25263,5.78514,126.811,2.878,3.933,9.956,
LFMS,01,19,44.06965,4.14211,12.489,2.533,-0.043,6.281,
LFMT,12L,30R,43.57945,3.96897,124.625,2.487,2.138,8.441,
LFMT,12R,30L,43.573,3.95749,124.513,2.484,2.028,8.332,
LFMU,09,27,43.32355,3.35391,94.559,2.344,2.215,8.579,
LFMV,17,35,43.9073,4.90182,168.863,2.702,-3.839,2.366,
LFMY,16,34,43.60725,5.10873,159.639,2.741,-3.103,3.046,
LFMZ,08,26,43.1756,2.7345,78.545,2.2,-3.655,2.78,
LFNA,02L,20R,44.45354,6.03653,26.117,2.964,3.153,9.251,
LFNA,02R,20L,44.45415,6.0377,25.936,2.964,2.972,9.069,
LFNB,12,30,44.5021,3.53286,125.483,2.395,3.088,9.538,
LFNC,16,34,44.70058,6.59919,160.827,3.093,-2.266,3.776,
LFNC,16G,34G,44.70139,6.59953,160.978,3.094,-2.116,3.927,
LFNH,13,31,44.02985,5.07815,131.869,2.743,-0.874,5.317,
LFOA,06,24,47.0557,2.6318,60.319,2.158,-1.838,4.999,
LFOB,04,22,49.45835,2.11814,41.694,1.963,-0.268,6.924,
LFOB,12,30,49.45225,2.11779,123.633,1.963,1.67,8.861,
LFOC,10,28,48.05815,1.37663,98.041,1.792,-3.751,3.372,
LFOD,10,28,47.25685,-0.11505,94.829,1.395,-6.566,0.663,2016.78
LFOE,04,22,49.02865,1.21986,39.876,1.714,-1.839,5.422,
LFOH,04,22,49.53405,0.08846,43.132,1.353,1.779,9.256,
LFOI,02,20,50.1435,1.83189,21.821,1.855,-0.034,7.285,
LFOJ,07,25,47.9877,1.76063,69.389,1.902,-2.513,4.549,
LFOK,10,28,48.7762,4.18417,101.27,2.556,-1.285,5.536,
LFON,04,22,48.70584,1.36126,35.612,1.767,-6.155,1.048,2019.32
LFOP,04,22,49.38525,1.1762,41.327,1.688,-0.361,6.95,
LFOQ,12,30,47.6788,1.20908,121.46,1.756,-0.296,6.805,
LFOR,09,27,48.45698,1.51989,92.851,1.82,1.031,8.181,
LFOT,02,20,47.43225,0.7276,15.237,1.628,-6.391,0.746,2017.75
LFOU,03,21,47.08215,-0.87706,24.934,1.183,-6.249,1.06,2018.73
LFOV,14,32,48.03259,-0.7443,142.302,1.177,1.125,8.527,
LFOX,06,24,48.38074,2.07655,56.649,1.98,-5.331,1.735,2024.42
LFOX,06L,24R,48.381,2.07378,56.691,1.98,-5.288,1.778,2024.69
LFOZ,05,23,47.8979,2.16478,52.763,2.016,0.747,7.744,
LFPB,03,21,48.9596,2.4345,24.783,2.067,-7.284,-0.197,2012.28
LFPB,07,25,48.9689,2.43927,67.784,2.068,-4.285,2.802,
LFPB,09,27,48.9644,2.43301,85.173,2.067,-6.893,0.194,2014.89
LFPC,07,25,49.25355,2.51913,65.072,2.084,-7.012,0.099,2014.17
LFPD,10,28,49.10245,0.56556,97.865,1.517,-3.652,3.706,
LFPE,07L,25R,48.92844,2.83435,66.6,2.181,-5.581,1.446,2022.81
LFPE,07R,25L,48.92732,2.83561,66.646,2.181,-5.535,1.492,2023.11
LFPE,16L,34R,48.92602,2.83559,156.65,2.181,-5.531,1.496,2023.14
LFPE,16R,34L,48.92476,2.83421,156.626,2.181,-5.555,1.472,2022.98
LFPG,08L,26R,48.99725,2.58146,85.293,2.108,3.185,10.256,
LFPG,08R,26L,48.9939,2.58405,85.264,2.109,3.155,10.225,
LFPG,09L,27R,49.0257,2.54329,85.264,2.097,-6.832,0.247,2015.26
LFPG,09R,27L,49.02215,2.54168,85.268,2.096,-6.828,0.251,2015.28
LFPK,09,27,48.83755,3.0158,90.444,2.234,-1.789,5.202,
LFPK,09C,27C,48.83757,3.01447,90.541,2.233,-1.693,5.299,
LFPK,09L,27R,48.83865,3.01938,90.967,2.235,-1.267,5.723,
LFPK,09R,27L,48.83515,3.00565,90.988,2.231,-1.243,5.749,
LFPL,08,26,48.82105,2.62604,81.606,2.125,-0.519,6.524,
LFPM,01,19,48.6118,2.67291,12.682,2.142,0.54,7.552,
LFPM,10,28,48.6044,2.67629,103.679,2.143,1.536,8.546,
LFPN,07L,25R,48.7528,2.10582,71.156,1.979,-0.823,6.284,
LFPN,07R,25L,48.75105,2.10646,70.758,1.979,-1.221,5.885,
LFPO,02,20,48.72775,2.38183,18.333,2.058,-3.725,3.341,
LFPO,06,24,48.72775,2.3388,61.82,2.046,-0.225,6.846,
LFPO,07,25,48.7234,2.38033,74.437,2.057,2.38,9.445,
LFPP,07,25,49.10883,2.73607,66.446,2.149,-5.704,1.36,2022.06
LFPP,07R,25L,49.10767,2.73725,65.78,2.15,-6.37,0.693,2017.97
LFPT,04,22,49.0932,2.03552,44.654,1.949,2.705,9.863,
LFPT,12,30,49.09863,2.03502,118.102,1.949,-3.847,3.312,
LFPV,09,27,48.77435,2.2016,88.234,2.006,-3.772,3.324,
LFPZ,11L,29R,48.81312,2.06758,113.163,1.966,1.197,8.316,
LFPZ,11R,29L,48.81189,2.06779,112.955,1.966,0.988,8.107,
LFQA,07,25,49.2088,4.15705,66.115,2.546,-6.43,0.448,2017.45
LFQB,05,23,48.31927,4.01216,51.323,2.512,-1.19,5.601,
LFQB,17,35,48.3221,4.01654,173.774,2.513,1.261,8.051,
LFQB,17R,35L,48.32155,4.01315,173.747,2.512,1.235,8.025,
LFQC,09,27,48.59325,6.54345,91.818,3.174,-1.356,5.111,
LFQE,01,19,49.2269,5.67221,13.551,2.956,0.595,7.263,
LFQF,18,36,46.9673,4.26051,180.47,2.58,-2.11,4.491,
LFQF,18L,36R,46.96865,4.26109,180.0,2.58,-2.58,4.022,
LFQG,12,30,47.0026,3.11334,122.105,2.285,-0.18,6.585,
LFQJ,05R,23L,50.3103,4.03338,48.123,2.5,-4.377,2.659,
LFQM,05,23,47.20655,6.08368,53.435,3.034,0.401,6.773,
LFQP,06,24,48.7662,7.20056,57.447,3.344,-5.897,0.498,2020.27
LFQQ,01,19,50.56695,3.0883,14.791,2.219,2.573,9.774,
LFQQ,08,26,50.5657,3.10262,77.349,2.223,-4.874,2.326,
LFQT,04,22,50.61835,2.64225,37.512,2.084,-4.572,2.698,
LFQV,11,29,49.78395,4.64707,112.216,2.678,-0.463,6.419,
LFQW,08,26,47.6386,6.20426,82.02,3.071,-1.051,5.352,
LFRB,07L,25R,48.45085,-4.41792,70.671,0.001,0.67,8.585,
LFRB,07R,25L,48.44785,-4.41852,71.346,0.001,1.344,9.259,
LFRC,10,28,49.65015,-1.47026,100.749,0.86,-0.111,7.586,
LFRD,12,30,48.58775,-2.08009,115.244,0.738,-5.494,2.148,2023.6
LFRD,17,35,48.58835,-2.08012,170.115,0.738,-0.623,7.019,
LFRE,11,29,47.28885,-2.34583,106.997,0.736,-3.739,3.781,
LFRF,06,24,48.88235,-1.56557,64.643,0.879,3.763,11.375,
LFRG,12,30,49.3653,0.15432,117.011,1.381,-4.371,3.076,
LFRH,02,20,47.7634,-3.43871,16.185,0.368,-4.184,3.528,
LFRH,07,25,47.75965,-3.44395,71.914,0.367,1.547,9.259,
LFRI,10,28,46.70195,-1.37863,101.169,1.054,0.114,7.445,
LFRJ,07,25,48.53015,-4.15167,73.453,0.082,3.371,11.264,
LFRK,12,30,49.17605,-0.45579,125.389,1.205,4.184,11.688,
LFRK,12L,30R,49.17765,-0.45335,125.292,1.206,4.086,11.59,
LFRL,05,23,48.28175,-4.44509,51.213,0.007,1.206,9.104,
LFRL,13,31,48.28205,-4.44281,128.657,0.007,-1.35,6.547,
LFRM,02,20,47.94785,0.20129,20.439,1.459,-1.02,6.248,
LFRN,10,28,48.07195,-1.73224,100.657,0.877,-0.22,7.314,
LFRN,14,32,48.0669,-1.73702,142.095,0.876,1.219,8.753,
LFRO,11,29,48.7543,-3.47174,107.587,0.284,-2.697,5.14,
LFRQ,09,27,47.9751,-4.17097,93.552,0.12,3.432,11.259,
LFRS,03,21,47.1532,-1.61072,27.411,0.964,-3.553,3.858,
LFRT,06,24,48.53825,-2.85461,58.721,0.498,-1.777,5.957,
LFRU,04,22,48.60325,-3.81589,40.126,0.185,-0.059,7.802,
LFRV,04,22,47.72325,-2.71852,39.08,0.596,-1.516,6.102,
LFRV,08,26,47.7246,-2.72455,82.497,0.594,1.903,9.522,
LFRZ,07,25,47.3122,-2.14918,73.351,0.795,2.556,10.054,
LFSB,07,25,47.58969,7.52799,76.947,3.39,3.557,9.768,
LFSB,15,33,47.60182,7.52091,154.793,3.389,1.404,7.618,
LFSD,01,19,47.27151,5.08495,15.054,2.789,2.265,8.785,
LFSD,17,35,47.26585,5.09498,174.969,2.791,2.178,8.696,
LFSG,08,26,48.32515,6.06996,85.03,3.049,1.981,8.484,
LFSH,03,21,48.79435,7.81758,28.599,3.499,-4.9,1.411,
LFSH,03L,21R,48.7948,7.81634,28.9,3.499,-4.599,1.713,
LFSI,11,29,48.63605,4.89942,113.057,2.748,0.309,7.013,
LFSL,11,29,45.0401,1.48438,114.36,1.887,2.472,9.252,
LFSM,08,26,47.487,6.79053,79.428,3.211,-3.783,2.521,
LFSN,03,21,48.69269,6.23182,28.291,3.096,-4.804,1.719,
LFSO,02,20,48.5832,5.95452,19.452,3.023,-3.571,2.978,
LFSP,02,20,46.9043,6.32694,20.776,3.087,-2.311,3.994,
LFST,05,23,48.5383,7.62824,48.776,3.444,-4.668,1.639,
LFSX,04,22,47.78545,6.36669,37.891,3.114,-5.223,1.174,2024.95
LFSX,11,29,47.7873,6.34947,113.118,3.11,0.008,6.408,
LFTF,11,29,43.2478,6.1267,110.402,2.95,-2.548,3.428,
LFTH,05,23,43.10045,6.15129,51.407,2.95,-1.543,4.416,
LFTH,13,31,43.09575,6.14818,135.032,2.95,2.082,8.041,
LFTW,18,36,43.7574,4.41635,177.019,2.591,-5.572,0.686,2022.17
LFTZ,06,24,43.2054,6.482,61.925,3.022,-1.097,4.826,
LFVM,12,30,47.0955,-56.38025,97.646,-16.731,-5.623,2.957,2023.11
LFVP,08,26,46.76265,-56.17555,58.387,-16.629,-4.984,3.503,
LFXA,01,19,45.98735,5.32844,7.389,2.833,-5.445,0.904,2023.28
LFXA,02,20,45.98,5.33665,14.464,2.835,-8.371,-2.025,2001.0
LFXU,10L,28R,48.99846,1.94275,99.598,1.925,-2.327,4.831,
LFXU,10R,28L,48.99801,1.94263,99.633,1.925,-2.292,4.867,
LG54,09,27,35.0637,24.76745,88.122,4.903,-6.782,-3.296,2005.41
LG55,16,34,37.09415,21.9904,152.474,4.855,-12.38,-8.636,1928.44
LG56,10,28,38.23615,25.9392,86.87,5.375,-18.505,-15.067,
LGAD,16,34,37.9207,21.29255,164.53,4.869,-0.339,3.489,
LGAL,07,25,40.85585,25.95625,73.125,5.742,-2.617,0.905,
LGAV,03L,21R,37.93475,23.9321,36.605,5.148,1.457,5.054,
LGAV,03R,21L,37.93795,23.95685,36.591,5.151,1.44,5.035,
LGAX,13,31,40.6511,22.4888,127.683,5.329,-7.645,-3.827,1995.13
LGBL,08,26,39.21945,22.7945,81.438,5.184,-3.746,-0.012,
LGEL,18,36,38.06395,23.55605,179.813,5.126,-5.312,-1.68,2021.61
LGHI,01,19,38.3432,26.14055,9.675,5.407,-5.732,-2.308,2016.67
LGIK,15,33,37.6827,26.3471,151.868,5.34,-3.471,-0.078,
LGIO,14,32,39.69655,20.8225,141.823,5.014,-3.191,0.744,
LGIR,09,27,35.34,25.17585,94.751,4.967,-0.216,3.239,
LGIR,12,30,35.33975,25.1803,125.873,4.968,0.905,4.36,
LGKA,12,30,40.44593,21.28208,125.016,5.158,-0.143,3.78,
LGKC,02,20,36.27405,23.01675,25.785,4.871,0.914,4.554,
LGKF,14,32,38.1201,20.5005,146.234,4.801,1.433,5.34,
LGKJ,13,31,36.14165,29.57635,137.914,5.373,2.541,5.656,
LGKL,17L,35R,37.06861,22.02659,169.405,4.856,-5.451,-1.71,2019.85
LGKL,17R,35L,37.06843,22.02538,169.412,4.856,-5.444,-1.704,2019.91
LGKM,13,31,40.97291,24.34153,137.643,5.585,2.058,5.724,
LGKO,14,32,36.7944,27.09075,147.989,5.288,2.701,6.019,
LGKP,12,30,35.4214,27.146,124.359,5.129,-0.77,2.531,
LGKR,16,34,39.60204,19.91212,168.768,4.893,3.875,7.895,
LGKS,09,27,35.42135,26.91,91.949,5.112,-3.162,0.156,
LGKV,05,23,40.914,24.61965,55.275,5.607,-0.332,3.306,
LGKY,10,28,36.96346,26.94069,101.837,5.298,-3.461,-0.128,
LGKZ,14,32,40.28515,21.84015,142.975,5.206,-2.231,1.632,
LGLE,14,32,37.1849,26.8003,144.491,5.314,-0.824,2.524,
LGLM,04R,22L,39.91705,25.23635,43.282,5.533,-2.251,1.295,
LGLR,08R,26L,39.649,22.4644,79.083,5.2,-6.117,-2.338,2014.16
LGMG,08R,26L,37.98115,23.3654,82.067,5.096,-3.03,0.617,
LGMK,16,34,37.4352,25.34825,160.728,5.222,-4.493,-1.024,
LGMT,14,32,39.06585,26.59195,147.589,5.545,2.044,5.451,
LGPL,15,33,36.57985,26.3758,149.598,5.206,-5.608,-2.236,2017.52
LGPZ,06,24,38.92545,20.7653,67.901,4.92,2.981,6.891,
LGRD,08,26,36.38305,28.1089,79.718,5.311,-5.593,-2.36,2017.26
LGRP,06,24,36.4054,28.0862,69.953,5.313,4.64,7.876,
LGRX,18R,36L,38.1511,21.42555,182.845,4.909,-2.065,1.758,
LGSA,11,29,35.5316,24.1512,111.358,4.899,-3.541,-0.002,
LGSK,01,19,39.17741,23.50371,19.085,5.255,3.829,7.499,
LGSM,09,27,37.68916,26.91211,94.315,5.388,-1.073,2.275,
LGSO,18,36,37.42305,24.94995,181.411,5.184,-3.773,-0.272,
LGSP,06,24,36.9739,22.5263,61.029,4.897,-3.868,-0.173,
LGSR,15,33,36.39915,25.47925,159.447,5.111,4.336,7.778,
LGST,05,23,35.21615,26.10125,50.354,5.028,-4.674,-1.293,
LGSY,17,35,38.96755,24.48725,175.848,5.33,0.518,4.096,
LGTG,10,28,38.33985,23.56495,104.817,5.159,-0.342,3.297,
LGTL,02,20,35.19075,25.32642,19.966,4.964,-4.997,-1.555,
LGTP,02,20,37.53055,22.40365,22.798,4.946,-2.148,1.57,
LGTS,16,34,40.51975,22.971,166.181,5.368,0.813,4.581,
LGTT,03,21,38.1089,23.7838,31.135,5.154,-4.019,-0.405,
LGZA,16,34,37.75085,20.88415,163.285,4.805,-1.521,2.34,
LHBC,17L,35R,46.68336,21.16247,174.538,6.02,-1.482,2.888,
LHBC,17R,35L,46.67939,21.15785,174.548,6.018,-1.47,2.9,
LHBP,13L,31R,47.4342,19.2757,132.193,5.808,-3.615,1.038,
LHBP,13R,31L,47.4396,19.2355,132.368,5.802,-3.434,1.225,
LHDC,04R,22L,47.4889,21.6153,48.017,6.232,1.784,6.187,
LHFM,16,34,47.58285,16.8454,158.635,5.375,-6.74,-1.783,2012.6
LHJK,14L,32R,46.7476,19.60524,145.786,5.764,0.022,4.569,
LHJK,14R,32L,46.74781,19.6046,145.745,5.764,-0.019,4.527,
LHKD,15,33,47.51712,18.32501,153.437,5.646,-2.208,2.564,
LHKE,12,30,46.9175,19.74925,122.91,5.815,-2.905,1.642,
LHKV,17L,35R,46.38639,17.73347,168.658,5.387,-6.728,-2.001,2012.02
LHNY,18L,36R,47.98185,21.69685,181.467,6.334,-4.867,-0.421,
LHNY,18R,36L,47.984,21.69235,181.28,6.333,-5.053,-0.607,2026.02
LHOY,17,35,46.3039,18.7692,175.047,5.556,-0.51,4.089,
LHPP,15,33,45.98935,18.24205,157.303,5.424,1.879,6.509,
LHPR,11,29,47.6284,17.80495,119.522,5.564,3.958,8.804,
LHPR,12L,30R,47.6266,17.8165,119.265,5.566,-6.301,-1.456,2015.83
LHSA,16,34,47.07785,17.96845,159.169,5.52,-6.351,-1.582,2015.29
LHSM,16,34,46.6864,17.15905,165.314,5.322,-0.007,4.819,
LHSN,02,20,47.1229,20.2355,20.893,5.931,-5.038,-0.524,2026.19
LHUD,16L,34R,46.246,20.09336,167.165,5.773,1.393,5.837,
LHUD,16R,34L,46.24558,20.09066,168.0,5.772,2.228,6.673,
LIAF,17,35,42.93333,12.71208,171.452,4.173,-2.721,2.333,
LIAP,18,36,42.37985,13.30925,178.329,4.228,-5.899,-0.964,2018.22
LIBA,11,29,41.53955,15.7139,113.844,4.527,-0.683,3.898,
LIBC,17,35,38.99725,17.08015,168.779,4.471,-5.693,-1.407,2018.71
LIBD,07,25,41.1376,16.75736,69.459,4.639,-5.18,-0.745,2024.39
LIBF,15,33,41.43416,15.5343,156.448,4.49,1.957,6.553,
LIBP,04,22,42.4314,14.18095,37.624,4.373,-6.749,-1.92,2011.09
LIBR,05,23,40.65745,17.94555,52.296,4.754,-2.458,1.818,
LIBV,14L,32R,40.7712,16.93345,140.827,4.627,-3.8,0.593,
LIBV,14R,32L,40.7644,16.93345,141.092,4.626,-3.534,0.859,
LICC,08,26,37.46675,15.0664,83.979,4.066,-0.087,4.351,
LICD,08,26,35.49795,12.6181,80.443,3.573,-3.13,1.495,
LICG,02,20,36.8129,11.9665,27.702,3.587,4.115,8.877,
LICG,07,25,36.8159,11.96595,76.096,3.587,2.509,7.271,
LICJ,02,20,38.17465,13.0904,23.896,3.854,0.042,4.741,
LICJ,07,25,38.18005,13.10365,66.98,3.857,-6.876,-2.179,2008.33
LICP,17,35,38.1105,13.31335,174.666,3.881,0.786,5.454,
LICR,11,29,38.07215,15.64855,112.632,4.197,-1.564,2.835,
LICR,15,33,38.07295,15.6504,152.526,4.197,-1.671,2.729,
LICT,13,31,37.9114,12.48795,127.545,3.747,-6.202,-1.446,2014.95
LICZ,10L,28R,37.4035,14.92265,98.352,4.041,-5.689,-1.239,2018.79
LICZ,10R,28L,37.4016,14.9223,98.252,4.041,-5.789,-1.339,2017.94
LIDA,08L,26R,45.88705,11.51695,75.536,4.173,-8.637,-3.161,1994.48
LIDA,08R,26L,45.88595,11.5168,75.255,4.172,-8.917,-3.442,1991.3
LIDF,05,23,43.824,13.02589,48.471,4.298,-5.826,-0.741,2019.09
LIDH,17,35,45.67807,11.49634,172.971,4.154,-1.183,4.274,
LIDL,16,34,45.13025,11.2932,166.05,4.076,1.973,7.406,
LIDP,02,20,44.32055,10.8309,18.101,3.934,-5.833,-0.412,2019.43
LIDR,08,26,44.36425,12.22485,80.951,4.197,-3.246,1.992,
LIDT,18,36,46.02218,11.1249,180.0,4.103,-4.103,1.439,
LIEA,02,20,40.6321,8.29077,24.574,3.258,1.316,6.785,
LIED,16L,34R,39.3539,8.97378,167.161,3.303,3.857,9.145,
LIED,16R,34L,39.35395,8.9712,166.942,3.303,3.639,8.927,
LIEE,14,32,39.25145,9.05429,138.012,3.311,-5.298,-0.028,2023.6
LIEO,05,23,40.89865,9.51763,55.39,3.488,1.903,7.226,
LIET,12,30,39.91875,9.68298,120.627,3.456,-2.829,2.404,
LILA,03,21,44.92539,8.62629,33.235,3.531,-0.296,5.485,
LILE,16,34,45.4953,8.10277,156.032,3.445,-7.413,-1.504,2008.22
