airport,le_ident,he_ident,lat,lon,true_bearing_deg,declination_2026_deg,residual_2026_deg,residual_1976_deg,went_wrong_year
1W1,07,25,45.62785,-122.4045,90.732,14.485,6.248,0.463,2014.39
1W3,09,27,39.60595,-78.76045,85.074,-9.84,4.915,2.173,
1W3,16,34,39.6045,-78.7613,150.862,-9.84,0.702,-2.04,
1WI8,18,36,44.63585,-87.4402,176.575,-4.629,1.204,-2.838,
1WN3,03,21,45.21185,-92.536,31.409,-0.696,2.105,-2.939,
1WN3,12,30,45.21185,-92.536,124.426,-0.696,5.122,0.078,2023.4
1XS8,16,34,29.6341,-100.3745,159.375,4.468,-5.093,-9.588,
1Y5,17,35,43.0882,-92.34375,168.803,-0.698,-0.499,-5.638,
1Y9,17,35,42.98815,-95.664,180.0,1.783,8.217,2.8,1993.85
1Z1,16,34,36.2565,-113.2305,176.324,10.425,5.9,2.037,2016.08
20AR,08,26,35.3079,-92.3202,73.586,-0.348,-6.066,-11.484,
20GA,10,28,33.7566,-84.88525,96.33,-5.281,1.611,-3.672,
21AZ,12,30,34.35235,-109.97,132.113,9.039,3.074,-0.768,
21MU,18,36,36.56515,-93.5097,187.151,0.415,6.736,1.362,2007.56
22XS,15,33,31.37375,-97.6667,153.762,3.055,0.707,-4.232,
23D,17,35,48.57915,-96.542,170.446,2.281,-1.834,-7.521,
23ND,08,26,47.08225,-101.267,80.133,5.797,-5.664,-11.735,
23XS,15,33,31.36075,-97.67285,151.907,3.058,-1.151,-6.088,
24AR,18,36,34.19805,-90.9528,185.51,-1.221,6.731,1.255,2007.58
24C,06,24,42.95462,-85.34654,69.098,-5.975,15.073,11.232,
24C,12,30,42.95465,-85.3448,114.673,-5.976,0.648,-3.192,
24C,15,33,42.9528,-85.3426,153.42,-5.977,9.397,5.556,1971.2
24CL,14,32,36.08875,-119.5425,157.349,12.006,5.343,1.833,2022.33
24IA,08,26,42.5158,-92.5198,89.997,-0.531,10.527,5.34,1973.62
24K,17,35,44.97425,-115.7295,189.889,12.732,7.156,1.526,2007.71
25IA,15,33,43.3951,-92.96371,150.379,-0.246,0.624,-4.57,
25NC,18,36,35.63335,-79.71,172.32,-8.758,1.078,-2.973,
25TA,09,27,29.8366,-94.9674,89.997,1.494,-1.497,-6.691,
25TS,17,35,36.09155,-102.416,180.0,5.856,4.144,-0.612,
26AR,10,28,35.2155,-91.80785,105.433,-0.691,6.124,0.693,2013.05
26N,06,24,39.2635,-74.60745,46.898,-11.964,-1.139,-2.47,
26W,18,36,42.2079,-84.2335,181.408,-6.673,8.081,4.369,1980.47
27AZ,17,35,33.91945,-113.1675,184.537,10.029,4.507,0.991,
27C,09,27,43.6299,-85.26155,89.997,-6.132,6.129,2.465,1997.64
27IA,09,27,40.7513,-92.03085,89.998,-0.795,0.793,-4.437,
27MS,15,33,32.75824,-89.40872,146.461,-2.173,-1.366,-6.921,
27W,09,27,47.8194,-120.72,108.09,14.628,3.462,-3.061,
28M,18,36,42.02515,-70.8381,164.057,-13.95,-1.993,-0.681,
28TA,14,32,27.8336,-98.71695,139.842,3.589,-3.747,-8.364,
29AZ,03,21,32.90555,-112.9005,46.237,9.79,6.447,3.049,2010.26
29AZ,18,36,32.90655,-112.895,191.805,9.789,2.017,-1.382,
29IA,17,35,40.75627,-95.62341,173.158,1.79,1.368,-4.008,
29N,10,28,39.524,-75.04635,96.044,-11.797,7.841,6.428,1927.78
29TX,15,33,34.09455,-99.36565,150.104,4.079,-3.975,-8.875,
2B1,05,23,41.68495,-70.4007,33.523,-14.037,-2.441,-1.084,
2B1,09,27,41.6853,-70.40325,72.952,-14.036,-3.012,-1.657,
2B1,17,35,41.6856,-70.40245,153.724,-14.036,-2.239,-0.884,
2B2,10,28,42.79535,-70.83945,87.031,-14.095,1.125,2.768,
2C4,09,27,43.81675,-92.33685,90.691,-0.751,1.442,-3.656,
2C5,09,27,42.2525,-85.8503,89.996,-5.514,5.51,1.396,2010.02
2C6,02,20,40.77395,-90.0744,18.418,-2.24,0.658,-4.395,
2CL9,07,25,38.3343,-121.304,85.841,12.782,3.058,-0.846,
2D1,09,27,40.9817,-81.0436,89.998,-8.65,8.648,5.56,1970.37
2D1,18,36,40.9689,-81.09865,179.551,-8.613,8.165,5.056,1975.57
2D7,10,28,40.64665,-81.5561,91.984,-8.271,0.255,-3.081,
2E2,18,36,42.9516,-82.7759,177.745,-7.801,5.546,2.459,1999.87
2E8,06,24,42.4251,-83.86855,48.989,-6.961,-4.05,-7.608,
2F6,17,35,36.3551,-96.01095,180.575,2.077,8.498,3.226,1992.17
2G8,12,30,44.39465,-71.198,90.773,-14.296,-14.93,-12.717,
2IL3,18,36,41.5158,-90.37935,179.288,-2.07,1.358,-3.665,
2IL9,04,22,41.4328,-87.7817,39.169,-3.998,3.167,-1.484,
2J0,18,36,29.98945,-84.3954,180.0,-5.236,5.236,-0.42,2023.31
2J9,14,32,30.5976,-84.5571,135.075,-5.192,0.266,-5.339,
2K1,15,33,36.66405,-97.8096,157.403,3.221,4.182,-0.991,
2K1,17,35,36.6622,-97.8087,180.0,3.22,6.78,1.607,2008.23
2K2,17,35,37.05945,-93.2343,178.68,0.213,8.467,3.094,1991.65
2K8,17,35,37.2754,-97.7588,180.0,3.2,6.8,1.595,2007.95
2KY5,16,34,38.375,-83.1547,156.036,-6.921,2.957,-1.32,
2L1,12,30,47.90665,-97.64105,135.239,3.163,12.076,6.259,1960.82
2M1,03,21,39.01965,-94.0865,30.085,0.748,-0.662,-6.015,
2NC0,14,32,35.86894,-82.34244,136.562,-7.161,3.723,-0.868,
2OR1,04,22,44.8285,-120.495,57.274,13.949,3.325,-2.215,
2P7,01,19,40.05685,-80.9632,5.697,-8.567,4.264,0.949,
2Q5,06,24,39.20155,-119.6835,59.39,12.643,-13.253,-17.376,
2S0,10,28,48.35055,-120.094,117.682,14.603,3.079,-3.638,
2S1,17,35,47.4586,-122.4765,187.153,14.892,2.261,-4.139,
2S5,07,25,47.656,-120.0565,89.995,14.447,5.548,-0.915,2021.4
2S6,17,35,45.29485,-122.954,190.655,14.505,6.149,0.468,2014.98
2SC5,08,26,34.2917,-82.05375,80.517,-7.169,7.686,2.868,1991.58
2SD9,18,36,45.4522,-99.0101,180.0,4.18,-4.18,-9.915,
2TA6,01,19,31.86265,-96.19745,14.904,2.2,2.703,-2.418,
2TA8,13,31,26.8593,-98.22205,132.284,3.332,-1.048,-5.682,
2TS6,17,35,32.51265,-96.92665,174.987,2.634,2.354,-2.716,
2TS8,15,33,29.22055,-97.87165,155.317,3.152,2.165,-2.643,
2TX3,18,36,29.2169,-100.617,180.0,4.575,-4.575,-9.009,
2TX4,17,35,27.9836,-99.3767,169.926,3.926,-4.001,-8.531,
2U0,05,23,43.49835,-115.547,72.087,12.401,9.686,4.451,1981.22
2U4,16,34,43.1895,-112.532,180.0,11.315,8.685,3.445,1995.26
2U5,18,36,45.9895,-114.8415,201.95,12.631,9.319,3.382,1992.68
2U7,17,35,44.20855,-114.9345,190.625,12.336,8.289,2.855,1999.51
2VA9,03,21,38.7579,-77.7872,19.501,-10.269,-0.23,-2.895,
2W1,08,26,47.1776,-120.853,98.348,14.519,3.829,-2.467,
2W2,14,32,39.46705,-77.0174,124.7,-10.791,-4.509,-6.684,
2WN3,09,27,44.35785,-88.7614,87.491,-3.573,1.063,-3.346,
2WN3,18,36,44.35785,-88.7614,183.016,-3.573,6.589,2.18,1998.75
2WN5,11,29,44.00635,-90.01925,104.485,-2.559,-2.956,-7.67,
2XA0,17,35,33.979,-99.7128,180.0,4.271,5.729,0.872,2018.3
2XS1,18,36,30.21975,-98.3026,185.54,3.396,2.145,-2.658,
2XS2,15,33,28.2628,-100.162,157.123,4.323,2.8,-1.635,
2XS3,16,34,32.01695,-95.70045,160.164,1.9,-1.737,-6.914,
2XS5,17,35,30.0104,-98.42525,169.515,3.459,-3.944,-8.721,
2XS8,15,33,29.22945,-99.82395,156.59,4.178,2.411,-2.133,
30M,01,19,34.6591,-90.37625,7.606,-1.637,-0.757,-6.221,
30NE,17,35,40.35575,-98.68582,180.234,3.858,6.376,1.041,2011.13
31VA,02,20,37.0202,-76.5889,12.592,-10.672,3.264,0.493,
31WI,06,24,43.00725,-88.60205,60.502,-3.546,4.048,-0.529,
33C,09,27,43.0818,-86.0964,89.996,-5.44,5.436,1.428,2010.32
33VT,2,20,44.11833,-72.56583,19.792,-13.718,13.51,14.989,
34G,18,36,41.96895,-83.92345,180.428,-6.858,7.286,3.604,1986.49
34IL,16,34,40.36219,-90.11004,163.365,-2.183,5.548,0.456,2016.53
34U,18,36,44.8397,-85.4315,180.0,-6.186,6.186,2.765,1994.92
35C,18,36,43.12835,-85.5053,180.0,-5.882,5.882,2.037,2002.25
35XA,12,30,30.83406,-94.94168,118.958,1.458,-2.5,-7.722,
36CA,16,34,36.1318,-119.9855,174.962,12.101,2.861,-0.643,
36MI,13,31,42.03325,-83.87715,124.851,-6.899,1.751,-1.904,
36MI,7,25,42.0345,-83.87955,63.334,-6.898,0.232,-3.423,
36WI,18,36,44.03225,-91.2997,180.0,-1.568,1.568,-3.364,
37M,18,36,36.0409,-90.15075,180.641,-1.872,2.513,-2.88,
37N,11,29,47.4827,-101.4085,121.665,5.91,5.755,-0.389,2016.28
38C,18,36,43.6078,-85.4925,180.0,-5.958,5.958,2.224,2000.07
38I,09,27,40.09115,-83.6894,84.474,-6.771,1.245,-2.8,
38N,10,28,39.30365,-75.5838,87.614,-11.503,-0.884,-2.579,
38W,07,25,48.9559,-122.458,91.756,15.216,6.54,-0.418,2013.67
38XS,14,32,26.8152,-98.47925,145.803,3.463,2.34,-2.253,
39G,09,27,43.03005,-82.66935,88.98,-7.887,6.866,3.836,1985.04
39MD,9,27,38.27499,-76.72404,86.457,-10.773,7.23,4.786,1977.92
39P,07,25,46.5504,-122.2665,89.997,14.658,5.339,-0.746,2023.42
39TE,08,26,32.7108,-102.735,89.998,5.791,4.206,-0.22,
39TE,17,35,32.7179,-102.738,180.0,5.793,4.207,-0.22,
3A9,04,22,44.39375,-97.122,44.319,2.823,1.496,-4.052,
3A9,14,32,44.3934,-97.12335,148.862,2.824,6.039,0.491,2012.51
3AZ5,07,25,35.5722,-113.2925,70.236,10.333,-10.097,-13.847,
3B3,16,34,42.4259,-71.79285,139.039,-13.681,-7.28,-6.212,
3D1,09,27,45.2144,-88.07375,89.996,-4.214,4.21,0.113,
3D2,14,32,45.13535,-87.1859,136.105,-4.893,0.998,-2.874,
3DA,09,27,43.0569,-83.80635,89.998,-7.098,7.096,3.716,1985.71
3DA,18,36,43.04965,-83.80395,180.604,-7.098,7.702,4.322,1980.98
3EV,18,36,38.01195,-87.59485,182.21,-3.813,6.023,0.961,2010.18
3EX,01,19,39.33775,-94.1972,26.875,0.817,16.058,10.707,
3FA7,18,36,29.04266,-81.05695,180.0,-7.218,7.218,1.737,1999.57
3FK,03,21,39.42635,-86.059,29.726,-5.039,4.765,0.108,
3G8,09,27,41.4398,-90.11005,91.621,-2.265,3.886,-1.111,
3GE3,07,25,34.41195,-83.18415,71.075,-6.461,7.536,2.554,1993.91
3J6,18,36,30.79635,-82.02815,180.711,-6.812,7.522,2.167,1996.29
3KK,09,27,41.0966,-87.9119,89.997,-3.868,3.865,-0.856,
3KK,18,36,41.09455,-87.9098,180.0,-3.87,3.87,-0.851,
3KS2,18,36,37.06047,-96.99871,178.63,2.715,-4.084,-9.324,
3KS9,17,35,37.72711,-101.19541,178.868,5.284,3.583,-1.42,
3L7,09,27,44.7383,-83.3797,89.997,-7.671,7.669,4.899,1976.78
3LA4,12,30,29.79968,-92.80354,122.4,0.18,2.219,-3.2,
3MO,18,36,38.0186,-93.6932,182.723,0.501,2.222,-3.137,
3N8,17,35,47.2595,-95.9295,168.365,1.853,-3.488,-9.025,
3ND6,9,27,47.24207,-99.89762,97.137,4.841,2.296,-3.698,
3NE5,11,29,40.94755,-96.2026,117.595,2.193,5.402,0.014,2020.81
3NP,09,27,42.1714,-84.25845,89.997,-6.65,6.647,2.92,1992.84
3NP,15,33,42.17015,-84.2608,152.855,-6.648,9.503,5.776,1968.96
3O5,16,34,34.36915,-98.4062,174.011,3.533,10.478,5.469,1971.99
3O8,14,32,36.2481,-120.238,155.173,12.172,3.001,-0.516,
3OK5,18,36,34.7286,-97.60585,186.426,3.063,3.363,-1.736,
3OL8,03,21,36.8778,-95.14915,34.015,1.51,2.506,-2.818,
3R8,02,20,38.6577,-85.7906,23.095,-5.148,8.242,3.512,1986.49
3S2,12,30,44.51415,-70.4068,120.211,-14.594,14.805,17.422,
3SC4,08,26,34.77195,-81.98775,60.128,-7.264,-12.608,-17.33,
3T0,07,25,33.8395,-96.8101,84.405,2.571,11.833,6.701,1952.27
3TA,03,21,37.96055,-98.6485,47.473,3.772,13.701,8.512,
3TA,17,35,37.95875,-98.6467,180.0,3.771,6.229,1.04,2012.92
3TA0,18,36,30.0965,-100.404,189.144,4.498,4.645,0.123,
3TA5,01,19,30.1335,-98.38365,10.176,3.439,-3.263,-8.051,
3TA6,15,33,29.5419,-100.253,152.792,4.404,-1.612,-6.117,
3TE,09,27,42.0248,-83.93965,87.723,-6.854,4.578,0.904,
3TE,18,36,42.0253,-83.93905,179.411,-6.855,6.266,2.592,1996.19
3TS1,02,20,30.0114,-98.04055,20.188,3.25,-3.062,-7.888,
3U0,01,19,42.0235,-115.3355,33.914,12.066,11.848,6.968,1927.24
3U2,17,35,44.91165,-115.4855,193.76,12.643,11.117,5.5,1967.65
3VS,07,25,38.42825,-92.87525,72.543,-0.083,2.626,-2.723,
3W2,03,21,41.6367,-82.82835,32.941,-7.568,10.508,7.054,1917.8
3W3,10,28,38.9181,-76.35885,89.997,-11.055,1.052,-1.059,
3W5,07,25,48.52985,-121.7585,90.774,14.993,5.78,-1.01,2019.47
3W9,09,27,41.69445,-82.79655,85.047,-7.598,2.645,-0.786,
3X5,01,19,41.718,-82.82115,2.552,-7.584,0.137,-3.295,
3Y7,13,31,45.38955,-101.4375,141.933,5.838,6.095,0.266,2013.4
40C,02,20,42.2005,-86.24985,15.307,-5.215,0.522,-3.695,
40C,07,25,42.19955,-86.25015,74.963,-5.215,10.178,5.96,1967.73
40D,03,21,45.7904,-89.1211,25.958,-3.462,-0.579,-4.847,
41C,01,19,42.69255,-85.6471,9.906,-5.72,5.625,1.65,2007.18
41C,09,27,42.6917,-85.64725,89.998,-5.719,5.717,1.742,2005.77
41G,08,26,42.8403,-84.47915,84.261,-6.587,10.848,7.218,1913.03
41NC,04,22,35.52197,-80.52223,33.712,-8.258,1.97,-2.302,
42B,14,32,41.4462,-72.4573,131.05,-13.246,4.296,4.671,
42C,18,36,43.55835,-85.77645,172.162,-5.741,-2.097,-5.92,
42IA,18,36,42.26145,-96.2897,180.0,2.244,-2.244,-7.67,
42TT,14,32,30.45559,-95.2308,134.267,1.639,-7.371,-12.553,
42XA,15,33,31.3623,-97.0903,152.414,2.724,-0.311,-5.316,
43G,18,36,42.17735,-83.5457,178.568,-7.152,5.719,2.193,2001.74
43MI,18,36,45.86071,-87.11776,179.804,-5.051,4.855,1.16,
43MN,15,33,46.934,-92.41275,146.579,-0.938,-2.483,-7.385,
43MT,13,31,47.99174,-115.75187,145.343,13.315,2.027,-4.553,
43NC,01,19,36.0208,-80.5164,5.656,-8.321,3.976,-0.187,
43Y,02,20,47.8888,-94.2608,22.183,0.483,1.7,-3.542,
43Y,12,30,47.8876,-94.2573,124.513,0.48,4.033,-1.209,
44A,17,35,32.51625,-114.698,180.0,10.23,-0.23,-3.435,
44B,09,27,45.17745,-69.24465,85.004,-15.104,10.108,13.548,
44G,09,27,41.8551,-83.87075,89.997,-6.879,6.876,3.181,1990.49
44SC,2,20,33.48195,-80.77708,16.05,-7.869,3.92,-0.808,
44XA,1,19,27.83694,-97.77181,11.01,3.096,-2.085,-6.837,
46CN,07,25,34.4847,-117.8265,83.565,11.339,2.226,-1.081,
46N,01,19,41.98465,-73.836,1.161,-12.763,3.925,3.929,
47G,10,28,43.24115,-84.88015,100.024,-6.355,6.379,2.731,1994.79
47G,18,36,43.2462,-84.8843,180.0,-6.352,6.352,2.704,1995.05
47TX,11,29,26.93395,-97.7625,115.496,3.094,2.402,-2.304,
47Y,15,33,46.6415,-96.1046,163.915,2.013,11.902,6.358,1954.57
48G,14,32,43.10345,-82.8902,141.898,-7.746,9.644,6.563,1923.96
48X,07,25,27.64245,-82.52015,77.102,-6.174,13.276,7.492,1955.07
48XS,13,31,29.92655,-103.295,139.77,5.873,3.897,-0.229,
48Y,15,33,48.9996,-95.98255,152.598,1.81,0.788,-4.809,
49C,18,36,42.5278,-88.1562,180.0,-3.833,3.833,-0.728,
49G,18,36,42.5781,-84.9083,180.0,-6.241,6.241,2.433,1997.59
49IL,09,27,41.5933,-88.69165,89.997,-3.338,3.335,-1.446,
49MT,10,28,45.60571,-109.12128,114.4,10.234,4.166,-1.734,
4AL8,13,31,34.49055,-86.67345,131.997,-4.15,6.147,0.793,2010.83
4B0,01,19,42.5607,-73.83395,354.016,-12.871,-3.114,-2.872,
4B9,03,21,41.9162,-72.77695,15.113,-13.201,-1.686,-1.256,
4C1,18,36,41.45235,-86.7911,180.0,-4.73,4.73,0.266,
4C2,09,27,41.4311,-84.9811,91.753,-6.038,7.791,3.718,1985.03
4C7,15,33,42.5475,-93.0334,146.256,-0.147,-3.597,-8.831,
4D8,09,27,43.3348,-95.15795,89.996,1.403,-1.407,-6.797,
4D8,18,36,43.33185,-95.1602,180.0,1.405,-1.405,-6.795,
4FA7,14,32,28.80302,-82.1197,141.024,-6.544,7.569,1.946,1997.79
4G1,05,23,41.44685,-80.39115,40.893,-9.135,0.028,-2.712,
4G1,15,33,41.4468,-80.39135,140.723,-9.135,-0.142,-2.882,
4G3,09,27,40.9817,-81.04215,91.425,-8.651,10.076,6.989,1919.46
4G7,5,23,39.44815,-80.16705,36.867,-8.978,-4.156,-7.393,
4KA,08,26,60.57555,-165.272,100.369,7.547,12.822,3.761,1993.06
4LA3,15,33,30.80845,-91.2165,157.487,-0.871,8.358,2.816,1994.68
4M5,01,19,33.48795,-91.44265,18.631,-0.858,9.489,4.006,1983.36
4MI1,09,27,41.82956,-83.68495,90.387,-7.005,7.392,3.742,1985.25
4MN5,17,35,45.5505,-96.4514,180.0,2.309,7.691,2.145,1998.37
4N4,17,35,46.08895,-97.1668,180.0,2.836,7.164,1.524,2002.73
4R6,08,26,46.2605,-97.44125,89.997,3.039,6.958,1.28,2004.36
4S5,17,35,48.6337,-97.3973,180.0,2.956,7.044,1.209,2003.03
4S6,02,20,46.63755,-121.124,39.0,14.46,4.541,-1.572,
4TA0,17,35,29.35555,-95.6639,171.037,1.912,-0.875,-5.972,
4TE9,08,26,29.26415,-99.3506,80.006,3.936,-3.93,-8.541,
4V8,01,19,42.92715,-72.86565,350.012,-13.354,-6.633,-5.817,
4W0,08,26,47.39535,-121.5365,102.01,14.704,7.305,0.931,2008.5
4WA0,07,25,46.9403,-119.7375,89.995,14.222,5.772,-0.442,2019.02
4WI4,16,34,45.57405,-89.748,162.049,-2.938,4.987,0.533,
4WN5,18,36,45.45705,-92.3782,183.52,-0.839,4.359,-0.643,
4Y1,17,35,42.5652,-83.8563,164.351,-6.99,1.341,-2.178,
4Y8,06,24,43.20225,-82.75385,59.426,-7.856,7.282,4.273,1981.62
50PA,09,27,40.93335,-75.35052,81.485,-11.876,3.361,2.331,
50S,12,30,43.7777,-116.9365,135.693,12.864,2.829,-2.452,
50TX,13,31,30.13765,-98.5254,135.516,3.515,2.0,-2.77,
50XS,13,31,29.0433,-100.5845,139.327,4.553,4.773,0.346,
51G,03,21,43.14405,-83.7965,31.718,-7.118,8.836,5.482,1971.49
51G,14,32,43.143,-83.7962,139.906,-7.118,7.024,3.669,1986.19
51G,18,36,43.14335,-83.79815,179.151,-7.117,6.268,2.913,1993.64
52AR,18,36,35.2801,-92.24155,182.329,-0.4,2.729,-2.692,
52B,14,32,45.4758,-69.60655,122.149,-15.066,-2.785,0.649,
52B,18,36,45.4732,-69.6006,162.013,-15.067,-2.92,0.515,
52K,18,36,39.49795,-96.17505,185.095,2.181,2.914,-2.434,
52Y,13,31,47.068,-93.91275,131.402,0.261,1.141,-4.056,
53K,17,35,38.63335,-95.8018,180.0,1.932,8.068,2.734,1996.45
53W,09,27,43.5545,-84.97855,89.995,-6.328,6.323,2.722,1994.97
54AL,16,34,30.59754,-87.82133,149.733,-3.066,-7.2,-12.881,
54M,18,36,35.05405,-89.58005,182.747,-2.205,4.952,-0.484,
54MU,17,35,40.30043,-95.11218,173.185,1.439,1.746,-3.618,
54XA,18,36,33.4916,-97.2111,180.0,2.81,-2.81,-7.892,
55G,07,25,43.2975,-82.60685,70.136,-7.972,8.108,5.175,1974.49
55G,18,36,43.2978,-82.60785,176.992,-7.972,4.964,2.03,
55S,01,19,46.60415,-121.678,25.801,14.561,1.24,-4.862,
55XS,01,19,29.16635,-100.418,17.248,4.475,2.773,-1.685,
56FD,18,36,30.96465,-85.0694,180.0,-4.896,4.896,-0.702,
56G,09,27,43.57855,-82.64715,88.236,-7.99,6.227,3.362,1990.2
56G,18,36,43.5765,-82.6483,178.748,-7.989,6.737,3.872,1984.88
56LA,18,36,32.34515,-93.8182,184.012,0.729,3.283,-2.069,
56ME,16,34,46.62674,-67.8443,155.219,-15.831,11.05,15.812,
56S,16,34,46.015,-123.908,180.0,14.806,5.194,-0.722,2024.87
56WI,09,27,44.77325,-89.59565,94.184,-2.969,7.153,2.621,1994.45
57AZ,01,19,32.44665,-111.003,43.618,9.13,24.488,20.983,
57B,01,19,44.30245,-68.9106,347.548,-15.004,-7.448,-4.286,2002.37
57D,09,27,42.7379,-82.89155,89.997,-7.688,7.685,4.502,1979.77
57D,18,36,42.7373,-82.8889,180.0,-7.69,7.69,4.508,1979.72
57FA,17,35,28.20865,-81.1193,169.18,-7.091,6.271,0.672,2010.53
57GA,18,36,34.86315,-84.3938,180.0,-5.715,5.715,0.631,2014.16
57KS,15,33,39.31505,-95.99347,144.183,2.058,-7.875,-13.222,
57MT,12,30,46.2023,-114.0835,140.962,12.404,8.558,2.55,1999.34
57MT,5,23,46.20145,-114.084,65.474,12.404,3.07,-2.939,
57XA,12,30,29.85833,-98.11462,121.734,3.289,-1.555,-6.364,
58C,18,36,42.8726,-89.0757,180.0,-3.172,3.172,-1.511,
58MT,9,27,46.54417,-111.07,98.689,11.262,-2.573,-8.707,
59AR,9,27,35.88208,-90.61251,92.963,-1.543,4.507,-0.903,
59FD,10,28,26.3203,-80.98775,100.535,-6.964,7.499,1.68,1999.41
5A2,09,27,32.56065,-83.6767,89.268,-5.952,5.221,-0.088,2022.83
5AL5,18,36,34.6911,-87.6528,180.0,-3.5,3.5,-1.895,
5AR1,15,33,33.7125,-91.4611,154.75,-0.856,5.606,0.13,2018.88
5AZ3,08,26,33.2125,-111.617,92.546,9.44,3.106,-0.441,
5B4,08,26,48.80975,-102.248,86.388,6.546,-0.158,-6.609,
5B6,07,25,41.58555,-70.54035,51.351,-13.973,-4.676,-3.422,
5B9,01,19,44.0802,-72.00775,352.169,-13.929,-3.902,-2.193,
5CA7,16,34,36.33595,-120.247,180.0,12.191,7.809,4.275,1993.33
5D5,09,27,45.1649,-85.5814,88.842,-6.124,4.966,1.58,
5D5,16,34,45.1683,-85.57695,158.979,-6.128,5.107,1.723,2011.61
5D6,09,27,40.6486,-81.06925,89.997,-8.585,8.582,5.394,1972.21
5D9,18,36,41.22395,-82.95765,180.588,-7.421,8.009,4.414,1980.27
5F5,18,36,32.3446,-93.7999,180.0,0.717,-0.717,-6.071,
5F8,08,26,32.79145,-93.9565,83.528,0.805,2.723,-2.623,
5FL7,04,22,28.97835,-82.36425,42.341,-6.412,8.753,3.129,1988.98
5H3,02,20,44.77205,-96.64795,20.577,2.471,-1.895,-7.427,
5H3,13,31,44.7718,-96.64635,139.242,2.47,6.772,1.24,2005.74
5I2,09,27,40.5403,-86.5486,89.997,-4.807,4.804,0.238,
5I6,18,36,40.5874,-86.2569,180.0,-5.023,5.023,0.518,2025.61
5K2,17,35,38.4542,-101.7465,170.305,5.641,-5.336,-10.366,
5K4,09,27,40.1173,-90.58905,89.996,-1.815,1.81,-3.345,
5K9,17,35,46.2905,-98.9432,180.0,4.142,5.858,0.048,2014.39
5KY4,13,31,36.80265,-87.1764,138.015,-4.002,12.017,6.863,1956.79
5KY5,18,36,36.86255,-87.7903,181.074,-3.579,4.653,-0.55,
5KY7,17,35,36.63785,-85.16385,166.545,-5.375,1.92,-3.016,
5M1,18,36,34.2623,-91.3075,181.072,-0.985,2.057,-3.409,
5MO,18,36,39.5945,-94.4617,181.515,0.996,0.519,-4.835,
5MS1,17,35,32.95425,-90.8459,180.0,-1.227,11.227,5.711,1970.66
5MS5,03,21,30.54515,-89.46285,29.869,-1.99,1.859,-3.782,
5MU5,18,36,38.50898,-94.48435,183.516,1.035,2.481,-2.872,
5N4,03,21,46.6273,-97.61395,39.478,3.163,6.314,0.595,2009.33
5N4,12,30,46.62515,-97.6157,138.42,3.164,15.256,9.536,
5NC3,13,31,35.34152,-79.43692,123.229,-8.883,2.112,-1.935,
5P3,13,31,45.43945,-99.6752,143.181,4.647,8.534,2.766,1994.29
5P5,10,28,43.90575,-100.036,106.084,4.85,1.234,-4.385,
5T4,12,30,45.84815,-100.0735,128.563,4.934,3.63,-2.205,
5TE0,15,33,28.62805,-100.159,159.136,4.331,4.806,0.346,
5TE4,01,19,36.5084,-102.392,16.073,5.872,0.202,-4.595,
5TE5,16,34,30.2739,-103.2365,166.453,5.869,0.584,-3.579,
5V4,17,35,39.0484,-104.2935,183.54,7.076,6.464,1.544,2011.32
5V8,04,22,43.83375,-101.4965,53.292,5.799,7.492,1.869,2002.95
5V8,12,30,43.8333,-101.4965,134.606,5.799,8.806,3.183,1991.58
5WA8,06,24,47.0429,-124.1455,78.963,15.064,3.899,-2.364,
5Y0,03,21,44.6682,-83.3051,32.089,-7.713,9.801,7.037,1912.9
5Y2,16,34,44.32915,-84.7917,159.966,-6.581,6.547,3.195,1990.74
5Y3,18,36,42.85355,-88.7598,180.0,-3.411,3.411,-1.217,
5Y4,05,23,44.66045,-84.2376,36.059,-7.04,-6.901,-9.986,
5Y4,18,36,44.65965,-84.2368,180.0,-7.04,7.04,3.955,1983.85
5Y5,18,36,42.7978,-82.5365,177.54,-7.941,5.481,2.428,2000.71
5Y7,18,36,46.3546,-86.6181,180.0,-5.518,5.518,2.097,2003.13
60A,05,23,31.73275,-85.8037,55.505,-4.488,9.993,4.43,1979.73
60G,08,26,42.5838,-84.6515,83.687,-6.427,10.114,6.376,1955.86
60M,01,19,42.2905,-71.9647,0.0,-13.591,3.591,4.527,
60OA,9,27,41.40088,-80.57858,90.189,-9.01,9.199,6.382,1929.76
60TE,16,34,30.13355,-99.1503,160.113,3.85,-3.737,-8.426,
60XA,1,19,30.66014,-97.76361,351.166,3.103,-21.936,-26.83,
61D,01,19,42.4681,-85.6489,7.22,-5.689,2.909,-1.113,
61D,09,27,42.46755,-85.6472,89.183,-5.69,4.873,0.851,
61G,05,23,43.11345,-84.52,49.371,-6.597,5.967,2.392,1998.74
61K,18,36,37.14965,-96.18525,189.064,2.19,6.874,1.59,2007.03
62C,01,19,42.8239,-88.0948,18.391,-3.911,12.302,7.798,
62C,18,36,42.82725,-88.0934,180.0,-3.913,3.913,-0.591,
62FL,09,27,27.8444,-81.43975,89.998,-6.857,6.855,1.178,2004.92
63K,17,35,38.82125,-94.6095,180.0,1.115,8.885,3.532,1987.37
63NY,18,36,43.26115,-78.9653,165.541,-10.317,-4.142,-5.759,
63S,01,19,48.54415,-117.8835,38.237,14.079,14.157,7.375,1930.51
